sku_base,cols_sz
06224879,"Oyster-white#251#S,M,L,XL"
01165325,"Navy blue#401#S,M,L,XL"
04087318,"Red#600#M,L,XL"
01165324,"Grey marl#803#S,M,L,XL"
05584414,"Green#500#S,M,L,XL|Navy blue#401#S,M,XL|White#250#S,M,L,XL|Black#800#S,M,L"
01887309,"Black / Brown#099#S,M,L,XL"
00526323,"Black / Green#031#S,M,L,XL|Dark green#529#S,M,L,XL|Oyster-white#251#S,M,L,XL"
06462315,"Oyster-white#251#M,L,XL|Green marl#524#XL"
05584360,"Charcoal grey#818#S,M,L,XL|White#250#S,L,XL|Black#800#S,M,L,XL|Blue#400#S,M,L,XL|Brown / Taupe#737#S,M"
00962380,Black#800#M
05372315,Cream#733#M
04092314,"Ecru#712#S,L"
04087376,"Anthracite Grey#801#S,M,L,XL"
06462311,"Ecru#712#S,M,L,XL"
04333305,"Ecru#712#M,L,XL"
04442316,"Navy blue#401#S,M,L,XL"
00881339,"Ecru#712#S,M,L,XL"
01887308,"White / Navy#060#S,M,L,XL"
01887304,"Ecru / Blue#080#S,M,L,XL"
00526350,"Oyster-white#251#S,M,L,XL|Black#800#S,M,L,XL|Blue / Grey#485#S,M,L,XL"
06462303,"Grey marl#803#S,M,L,XL"
06224352,Oyster-white#251#L
04231302,"Black#800#S,M,L,XL"
03665335,"White#250#S,L|Black#800#S,M,L"
05584361,"White#250#S,M,L,XL|Black#800#S,M,XL|Greyish#826#S,M,L,XL|Navy blue#401#S,M,L,XL|Khaki#505#M,L,XL|Pale pink#622#S,M,L,XL|Wine#660#S,M,XL|Pearl grey#804#L,XL"
00881338,"Black#800#S,M,L,XL"
05584441,"White#250#S,M,L,XL|Black#800#S,M,L,XL"
00881328,"Purple#611#S,M,L,XL"
05644366,"Black#800#S,M,L,XL|White#250#S,M,L,XL|Grey marl#803#S,M,L,XL"
00679310,"White#250#S,M,L|Black#800#S,L|Grey marl#803#S,M,L,XL"
01887470,"White#250#S,M,XL|Black#800#S,M,XL|Blue#407#S,L,XL|Greenish#514#S,M,L,XL|Light blue#406#S,XL|Light tan#708#S,XL"
00761825,"Anthracite Grey#801#S,M,L,XL|Blue grey#819#S,M,L,XL|Oyster-white#251#S,M,L,XL|Taupe grey#832#S,M,L,XL"
04092418,"Oyster-white#251#M,XL|Dark brown#716#S,M,L,XL|Black#800#S,M,L,XL"
04087321,"camel#707#S,M,L,XL|Anthracite grey#807#S,M,XL|Ecru#712#S,M,L"
00761321,"Pearl grey#804#L,XL"
05644352,"White#250#S,M,L,XL"
00761322,"Oyster-white#251#S,M,XL"
04087335,"Sky blue#403#S,M,L,XL"
01887450,"White#250#S,M,L,XL|Black#800#S,M,L,XL"
03992378,"Greenish#514#S,M,L,XL"
04442315,"Oyster-white#251#S,M,L,XL"
05644331,"Sea green#512#S,M,L,XL"
00526315,"Ecru / Brown#086#S,L,XL"
01887302,"Oyster-white#251#M,L,XL"
03992325,"Sky blue#403#M,L,XL"
00761302,Oyster-white#251#XL|camel#707#XL
05644304,Ecru#712#M
04231550,Ecru#712#S
00761448,"Black#800#S,XL|Oyster-white#251#S,M,L,XL"
05372350,"Ochre#703#S,M,L"
01887310,"Oyster-white#251#S,M,L,XL|Light sand#752#S,M,L,XL|Black#800#S|Light blue#441#M,L,XL"
05584362,"Black#800#S,M,L,XL|White#250#S,M,L,XL"
04092410,"Light grey#811#S,M,L,XL|Black#800#S,M,L,XL|Oyster-white#251#S,M,L,XL|Mid-green#527#S,XL"
06462402,"Black#800#L,XL|Oyster-white#251#M,L,XL|Light grey#811#S,M,L,XL"
00526450,"Sand#711#S,L,XL|Ecru#712#XL|Dark brown#716#S,M,XL"
05644308,"White#250#S,M,L,XL"
04047476,"White#250#S,M,L,XL|Navy blue#401#S,M,L,XL|Black#800#S,M,L,XL"
01063407,"Bluish#420#S|White#250#M,L,XL|Light beige#052#S,M,L,XL|Sea green#512#S,M,L,XL|Sky blue#403#S,L,XL"
07200103,"Light khaki#506#S,M,L"
01063317,"Ash#821#S,M,L,XL|White / Sky blue#058#S,M,L,XL|White / Navy#060#S,M,L,XL|White#250#S,M,L,XL|Sky blue#403#S,M,L,XL"
05588320,"White#250#S,M,L,XL|Light sky blue#437#S,M,L,XL|striped#104#S,M,L,XL|Sky blue#403#S,M,L,XL"
00794101,"Black#800#L,XL"
08281282,"Midnight blue#490#S,M,L,XL|Oyster-white#251#S,M,L,XL|Black#800#S,M,L,XL"
01618402,White#250#L
00975846,"Dark green#529#S,M,L,XL|Stripes#105#S,M,L,XL"
06571010,"White#250#M,L,XL"
06571952,"Light beige#052#S,M"
01034306,"Grey#802#S,M,L,XL"
02548404,"Khaki#505#S,M,L,XL|Black#800#S,M,L,XL|Oyster-white#251#S,M,L,XL|Grey#802#S,M,L,XL"
07545710,"Black#800#S,M,L,XL|White#250#S,M,L,XL|Sky blue#403#S,M,L,XL|Green#500#M|Light beige#721#M"
03090420,"Printed#020#S,M,XL|White#250#S,M,L,XL"
01063402,"Navy blue#401#M|Light beige#052#S,M,L,XL|White#250#M,L,XL"
07545475,"Black#800#S,M|Ecru#712#S,M,L"
06605400,"Black#800#S,M,XL"
09594081,"Black#800#S,M,L,XL|Sand#711#S,M,L,XL"
07545345,"Black#800#M,L,XL"
00975501,"Oyster-white#251#S,M,L,XL|Stripes#105#S,M,L,XL|Green#500#S,M,L,XL|striped#104#S,M,L,XL"
04048855,"striped#104#S,M,L,XL"
04048852,"Sky blue#403#S,M,XL"
07446335,"Ecru#712#S,M,L,XL"
04061856,"White#250#S,M,L,XL"
06784378,"Brown#700#S,M,L,XL"
07545354,"Khaki#505#S,M,L,XL"
02548520,"camel#704#M,XL"
06998321,"Oyster-white#251#S,M,L,XL"
07446306,"Sky blue#403#S,M,L,XL"
05679186,"Green#500#S,M,L,XL"
05679457,"Blue#400#S,L,XL"
07545126,"Oyster-white#251#S,M,L,XL"
04166400,"White#250#S,M,L,XL"
05588454,"Oyster-white#251#S,M,L,XL"
06777597,"Navy blue#401#S,M,L,XL"
06638851,"Grey#802#S,M,L,XL"
02688839,"Oyster-white#251#S,M,L,XL"
07200502,Lime#520#L
06085397,"Oyster-white#251#S,M,L,XL"
01063311,"Greenish#514#S,M,L,XL"
05588271,"White#250#S,M,L,XL"
06464730,"White#250#S,M,L,XL"
00975370,"Dark navy#422#M,L,XL"
06048300,"Ecru#712#S,M,L,XL"
01437330,Grey#802#M
06103360,"Sky blue#436#L,XL"
05588262,Black#800#XL
01195302,"Brick#701#S,M,XL"
02688301,"Anthracite grey#807#M|Faded blue#428#XL|Khaki#505#L,XL"
01063380,Light beige#052#L
04408147,"Black#800#S,M,L,XL|Bottle green#501#M|White#250#S,M,L,XL"
05749100,"Lime#520#S,M,L,XL"
07545324,"Brown#700#S,M,L,XL|Navy blue#401#S,M,L,XL|Oyster-white#251#S,M"
07545323,"Khaki#505#M,L"
04201570,"White#250#S|Navy blue#401#L,XL|Black#800#M"
01618475,"Black#800#S,M,L,XL"
03090200,"Light beige#052#M,L"
06103401,"Dark grey#922#S,M,L,XL|Sky blue#403#S,M,L,XL"
07545120,"Oyster-white#251#L,XL|Black#800#S,M,L,XL"
02688390,"Sky blue#403#S,M,L,XL|Sand#711#S"
02548324,"Ecru#712#M,L,XL"
05575134,"White#250#S,M,L,XL"
05637545,Light blue#406#L
05973539,Sky blue#403#M
02328301,"Black#800#L,XL"
01063404,Sky blue#403#XL
05746169,"Beige#710#S,M,L,XL|Sea green#982#L,XL"
07545471,"Ecru#712#S,M,XL"
06085418,Dark green#529#M
02092290,"White#250#S,M,L,XL"
03090430,White#250#L
02092291,"White#250#S,M,L,XL|Sky blue#403#S,M,L,XL"
07545440,"White#250#S,M,L,XL|Black#800#S,M,L,XL"
01063409,"Beige#710#S,M,L"
06103402,"White#250#S,M,L,XL"
03090470,"Blue green#903#S,M,L,XL|Light green#912#S,L,XL|Navy blue#401#S,L,XL|Light beige#052#S,M|White#250#S,M,XL"
01063406,"Taupe grey#832#M,L,XL"
07545295,"Navy blue#401#S,M,L,XL"
05637234,Stripes#105#L
07545104,"White#250#S,M,L,XL"
07545296,"White#250#S,M,L,XL"
07545294,"Navy blue#401#S,M,L,XL"
05637236,"striped#104#S,M,L,XL"
05637931,"Sky blue#403#S,M,L,XL"
05973926,"striped#104#L,XL"
05637915,"Stripes#105#S,M,XL"
05637537,Stripes#105#M
07545100,"Black#800#S,M,L,XL"
07545106,"Black#800#S,M,L,XL"
07545202,"Ecru / Black#070#S,M,L,XL"
07545203,"Printed#020#S,M,L"
07545146,"striped#104#S,M"
07545145,"Black#800#S,M,XL"
07446305,"Red#600#M,L|Pearl grey#804#L|Bluish#920#S,M,L,XL"
07200501,"Ecru#712#M,L,XL"
05802570,"Blue#400#S,M,L,XL"
01063340,"Blue#400#XL|Beige#710#M|Black#800#S,M,L,XL"
06636978,"Grey#802#S,M,L,XL"
05679303,"Beige#710#S,M,L,XL"
02688308,"Grey / Tan#102#S,M,L,XL"
06085321,"Black / White#064#S,M"
01034110,"Purple#611#S,M,L,XL"
05679181,"Indigo#405#L,XL"
05679454,"Brown#700#M,L,XL"
07545312,"Light blue#406#S,M,L,XL"
06617534,"Black / White#064#S,M,L,XL"
06864186,"Brown#700#S,M,L"
02688307,"Black / Brown#099#S,M,L,XL"
06085383,Purple#611#L
01063344,"Brown#700#S,M,XL"
07446304,"Mauve#612#M,L,XL"
06085320,"Green / Blue#518#S,M,L,XL"
06656010,"White#250#S,M,L,XL"
04113035,"Black / Ecru#093#S,M,L,XL"
03798114,"Oil#510#S,M,L,XL"
05679304,"Ecru#712#L,XL"
06523035,"Black / White#064#S,M,L,XL"
05679353,"Anthracite Grey#801#M,L,XL"
07545339,"Blue#400#S,M,L"
07545338,"Black#800#S,M,L"
04090320,"Green#500#S,M,L,XL"
06523506,"Khaki#505#S,M,L,XL"
05679354,"Ecru / Brown#086#S,M,L,XL"
07545444,"Greenish#514#S,M,L"
07446320,"camel#707#L,XL"
01034307,Oyster-white#251#L
06085384,"Black / White#064#S,M,L,XL"
06085361,"Black / White#064#M,L,XL"
07545335,"Light green#526#M,L"
06321579,"Blue/White#044#S,M,L,XL"
02688360,"Sea green#512#S,M"
04840305,"Navy blue#401#S,M,L,XL"
01193337,"Oyster-white#251#S,M,L,XL"
00881309,Oyster-white#251#XL
06618041,"Brown#700#S,L,XL"
05639411,"White / Sky blue#058#L|navy#481#S,M,L,XL"
00399300,"White#250#S,M,L,XL"
05679329,"Ecru#712#S,M,L,XL"
07545329,"Sand#711#S,M,L,XL"
06466037,"Ecru#712#S,M,L,XL"
04118503,"Black#800#S,M,L,XL"
01063397,"White#250#S,M,L,XL"
07446301,"Ecru#712#S,XL"
06917333,"Green#500#S,M,L,XL"
03458331,"Sand#711#S,M,L,XL"
03268310,"Khaki#505#S,L,XL"
00794100,"Sand#711#S,M,L,XL"
05638178,Navys / Ecrus#108#XL
05639410,"Ecru#712#S,L,XL|Navy blue#401#S,M,L,XL|Green / Ecru#098#M,L,XL"
06523078,"Black#800#S,M,L,XL|Anthracite Grey#801#S,M,XL|Ecru#712#S,M,L,XL"
02548576,"Blue#400#M,L|Ecru#712#S,M,L,XL|Black#800#XL"
05638410,"Ecru / Beige#075#S,M,XL"
05606048,"Black / White#084#S,M,L,XL"
07147308,"Light beige#052#M,L"
02688306,striped#104#L
06987360,Brown / Taupe#737#M
06987340,"Mid-blue#427#S,M,L,XL|Khaki#505#S,M,L,XL|Black#800#S,M,L,XL"
05372311,"Ecru#712#L,XL"
00526327,"striped#104#S,M,XL"
00526318,"Ecru / Brown#086#M,XL"
04087307,"washed green#519#S,M,XL"
05372306,Ecru / Navy#066#XL
04092307,"brown/white#017#S,M,L,XL"
04087385,"Black#800#S,M,L,XL|Red#600#S,M,L,XL"
03665312,"Ecru / Green#069#S,M,L"
04087340,"Green / Ecru#098#S,M|Navy blue#401#S,M,L,XL|Green#500#S,M,L,XL"
04092302,Ochre#703#S|Light brown#730#S|Ecru#712#XL
04092306,"Dark grey#922#S,M,L,XL"
04092301,Oyster-white#251#XL|Black#800#XL
00526410,"Light tan#708#L,XL|Aubergine#610#L,XL|Sky blue#403#L|Oyster-white#251#S,M,L|Black#800#S,M,L,XL"
01887460,"Navy blue#401#M,L,XL|Oyster-white#251#S,M,L,XL|Light green#526#S|Black#800#S,M,L,XL"
05372309,"Ecru#712#S,L"
02795437,Mid-blue#427#L
04087308,"Black#800#S,XL|Bottle green#501#S,XL|Ecru#712#S,M,L,XL|Navy blue#401#L,XL"
06861396,"Black#800#S,M,L,XL|Light mink#736#S,M,L,XL|Grey#802#S,M,L,XL"
00526328,"Navy blue#401#S,M,XL"
06462306,"Dark brown#716#M,L|Ecru#712#S,M,L,XL|Navy blue#401#S,M,L"
05372324,"Brown#700#S,M,L,XL"
00526319,Brown#700#XL
09240315,"Ecru#712#XL|Light blue#406#XL|Grey#802#S,L,XL"
09240311,"Faded blue#428#S,M"
03665322,"Blue#400#M,L"
06462310,"Light tan#708#M,L,XL|Blue#407#S,M,XL|Grey#802#S"
