sku_base,cols_sz
04764264,"Pink#926#XS,S,M"
04387243,Black#800#XS
04387249,Black#800#XS
03653006,"Grey marl#812#XS,S,M"
05063822,"Silver#808#S,M,L"
01165931,"Golden#303#S,M,L|Black#800#S,M,L"
05063859,"Black#800#S,M,L"
05644934,"Dark anthracite#898#S,M,L|brown vigore#719#M|Beige marl#720#S,M"
02142140,Navy blue#401#S
04772244,"Black#800#XS,S,M,L,XL"
05536207,"Dark anthracite#898#XS,S,M"
08372263,"Black#800#XS,S,L"
00050134,"Blue#400#XS,S,M"
09895631,"Black#800#XS,S,M,L,XL"
06050402,"Dark anthracite#898#S,M,L"
00264870,Grey / Beige#814#S
05039396,Dark burgundy#684#S
01165538,"Black#800#XS,S,M"
09363307,"Navy blue#401#XS,S,M,L,XL"
04043273,White#250#XS
09119556,Green#500#L
09145227,Multicoloured#330#M
09063587,"Pearl grey#804#XS,S,M,L,XL"
09057777,"Black#800#L,XL"
03641861,"Black#800#S,M|Beige#710#S,M,L"
02142210,"Pink#620#XS,S,M,L,XL"
06929282,Dark indigo#443#L
03641837,"Light green#912#S,M,L|Black#800#S,M,L|Pastel pink#621#S,M,L"
05029701,"Black / White#084#XS,S"
02731261,"Grey marl#812#XS,S,M"
06929281,"Dark indigo#443#XS,S"
00387059,mid khaki#533#XL
04437254,"Khaki#505#XS|Black#800#XS,S,M,L,XL"
08045571,Black#800#M
01067622,"White#250#XS,S,M,L"
07969233,Black#800#XL
04770451,Brown / Taupe#737#S
08462896,"Olive green#515#XS,S,M,L"
05029165,"Olive green#515#XS,S,M,L"
03897160,"Black#800#XS,S,M,L"
03992484,Charcoal grey#818#M
07969229,"Black#800#XS,L,XL"
07969228,Black#800#L
08287896,"Ecru#712#XS,S,M,L,XL"
08372090,"Black#800#M,L"
08404164,"Green / Grass#550#XS,L"
08313266,Black#800#XS
08211759,"Oyster-white#251#XS,S"
04333242,"Dark khaki#507#XS,S,M,L"
09304459,"Black#800#XS,S,M,L,XL"
02731301,Black#800#XS
00051569,"Black / White#084#S,L"
09956936,"Black#800#XS,S,M"
05584670,"Black#800#S,M"
09362321,"Black#800#XS,M,L,XL"
09172620,"Black#800#S,M,L"
05584686,Black#800#S
00264646,Black#800#S
04938113,"Black / White#084#S,M,L"
02678243,"Black#800#XS,S,M,L,XL"
01044626,"Black#800#XS,S,XL"
01165481,Black#800#M
04437256,Black#800#XS
08634599,"Black#800#L,XL"
09486613,"Black#800#XS,S"
09486627,"Black / Silver#033#XS,S,M,L,XL"
03046988,"Black#800#XL|Light khaki#506#XS,S,L"
09378597,"Black#800#XS,S,L,XL"
08967558,Black / Silver#033#XL
01689299,"charcoal grey#823#XS,S,M,L,XL"
09134131,"Black / White#084#S,M"
08616595,"Black#800#XS,XL"
02753234,"Black#800#XS,S,M"
03046356,"Black#800#S,L"
01255753,"Black#800#XS,S,M,L,XL"
09161114,"Black / White#064#XS,S,M"
07522257,Grey#802#XS
08073245,Ecru#712#S
01255853,"Navy blue#401#XS,S,M,L,XL"
04749867,"Black#800#XS,S"
09234726,Ecru#712#L
08902436,Black#800#XS
01478326,"Navy blue#401#XS,S,M,XL"
02010703,Light petrol blue#435#S
04749803,"Black#800#S,M,L"
05427780,"Chocolate brown#753#S,L"
02010775,"Grey#802#XS,S,M,L,XL"
00264868,"Dark navy#422#S,M,L|Black#800#S,M,L"
05039337,"Leopard#051#S,M"
09657617,"Black#800#XS,L"
05039322,Brown / Taupe#737#M
03905108,Black#800#M
03905637,"Brick#701#S,M,L|White#250#S,M,L"
04813840,"Black#800#S,M"
05584680,Pale pink#622#S
03519110,"Black#800#S,M,L"
02142112,Navy blue#401#S
04192015,"Navy blue#401#S,M,XL|Burgundy#606#S,M,L|Brown#700#S,M,L"
03653104,"Red#600#XS,S,M,L"
02142177,"Blue / Grey#485#S,M,XL"
03471024,"Red#600#M,XL"
03920174,"Khaki#505#S,M"
02893145,"Blue#400#S,M,L,XL"
03920198,"Black#800#S,M,L"
03920190,"Green#500#XS,S,L"
09598150,"Aubergine#610#S,M,L|Mid-grey#809#S,M,L"
00264875,"Grey#802#S,M,L,XL"
03433006,striped#104#S
05536173,Navy blue#401#S
03920158,"Burgundy#606#S,M,L"
08851109,"Brown#700#L,XL"
06427100,"Mid-ecru#715#S,M,L"
03991123,"Grey#802#XS,S"
03653013,"Black#800#XS,S,M,L|Brown#700#XS,S,M,L|Blue#400#XS,S,M,L"
03920162,Brown#700#M
02893132,"Grey green#916#S,M"
08851007,"White#250#L,XL|Orange#615#S,M,L,XL"
08851008,"Navy blue#401#L,XL"
03519007,"Chalk pink#626#S,M,L"
03991040,"Ecru#712#S,M,L"
05536115,"Burgundy#681#L|Dark navy#422#S,M,L|Grey#802#S,M,L"
04331102,"Light green#526#M|Navy blue#401#M,L"
03920122,Red#600#S
04938100,"Lemon yellow#320#XS,S"
05584664,"Black#800#S,M,L"
06427116,Golden#303#S
05536101,"Sand / Marl#081#S,M,L"
03644328,"Dark burgundy#684#S,M,L|Pistachio#511#L"
00085870,"Black#800#M,L"
09676399,"Beige-pink#942#L,XL"
05039666,"Brown / Ecru#087#S,M"
02175105,"Multicoloured#330#XS,S,M,L,XL"
03897163,"Magenta#123#XS,S,M,L,XL"
08876019,"Red#600#XS,S,M,L|Black#800#XS,S,M"
08544207,"Ecru#712#S,M"
05039398,"blue/black#030#S,M"
01821021,"Black#800#S,L"
06895259,"Black#800#XS,S,M"
09374572,"Black#800#XS,XL"
09520209,"Black#800#M,XL"
08351227,"Ecru#712#XS,S,M,L,XL"
03897068,"Ecru#712#XS,S,M,L,XL"
09273235,Ecru / Black#070#M
05235241,"Ecru#712#XS,S,M,L,XL"
05029175,"Ecru#712#XS,S,M"
05227240,"Black#800#XS,S,M,L,XL"
05039407,"Black / Sand#085#S,L"
09075301,"MARSALA#172#XS,S,L"
02298182,"Multicoloured#330#M,L"
04387240,"White#250#M,L,XL"
06962222,Blue#407#S
04786259,White#250#M
02298157,Pink / White#046#L
04786257,Oyster-white#251#S
09258572,"Oyster-white#251#XS,S,M,L"
08502580,"White#250#S,L,XL|Black#800#XS,S,M"
08862319,Ecru#712#XS
08741273,Ecru#712#XL
09699255,"White#250#S,M,L"
00881111,"Ecru#712#S,L"
04387036,"White#250#XS,S,M,L,XL"
04786277,"White#250#XS,M,L,XL|Black#800#XS,S,M"
02298173,"Ecru#712#XS,S"
08372495,Ecru#712#M
08873534,White#250#XS
08372320,"White#250#S,M,L"
08372225,"Oyster-white#251#XS,S"
08372060,"White#250#XS,S,M,L,XL"
04764140,"White#250#S,M,XL"
00028572,"Oyster-white#251#XS,S,M,L"
05770028,"Ecru#712#XS,M"
07484162,"Ecru#712#XS,S"
08857334,"Ecru#712#S,M,XL"
04877100,Oyster-white#251#XS
08733002,White#250#XL
08738501,"White / Maroon#062#XS,S,M,L,XL"
00881110,"White#250#XS,S,M,L"
08411475,"White#250#XS,S,M"
06962228,"Ecru#712#XS,S,L"
08741243,"White#250#XS,S,M,L,XL"
02298151,Ecru#712#XS
08372307,Navy / White#043#S
04387266,"Blue#407#XS,S,M,XL"
04387096,"Midnight blue#390#XS,S,M,L,XL"
09878134,"Ecru / Green#069#M,L"
08926551,"Green / Ecru#098#S,XL|Blue/White#044#S,M,XL"
08741036,"Cava#307#S,M"
02157237,"Light blue#406#XS,S,M,XL"
04786283,"Black#800#XS,S,M,L"
09328283,"Blue/White#044#XS,L"
05029171,"Multicoloured#330#S,M,L"
05029161,"Multicoloured#330#M,L"
09887284,Multicoloured#330#M
02587159,"Multicoloured#330#S,M"
09766321,"Ecru / Beige#075#S,M"
03666174,Black / Ecru#093#XL
09400254,Multicoloured#330#XS
09191095,Brown#700#M
09113199,"Multicoloured#330#XS,S,M,L,XL"
09030213,"Multicoloured#330#XS,S,M,L,XL"
08925171,Ecru / Beige#075#S
00881109,blue/black#030#XS
02138748,"Black#800#XS,S,M,L"
08987213,"Burgundy#681#XS,S,M,L,XL"
07969237,Pearl grey#804#M
08613373,"Light pink#644#M,XL"
08924399,Cobalt#829#M
03666162,"Black#800#M,L"
02298168,"Pearl grey#804#XS,M,L"
09929132,"Black#800#XS,S,M,L,XL"
03641845,"Brown#700#S,M,L|Black#800#S,M,L|Ecru#712#S,M,L"
01608225,"Black#800#XS,S,M,L,XL"
08899616,"Black#800#S,M,XL"
02286642,"Black#800#S|Khaki#505#XS,S,M,L,XL|Ecru#712#S"
03152521,"Black#800#S,M,XL"
05039377,"Beige marl#720#S,M,L|Anthracite grey#807#S,M,L|Burgundy#681#S|Green marl#524#S,M,L"
02008572,"Bottle green#501#XS,M"
01478137,"Oyster-white#251#S,M,L,XL"
06050841,GREEN#914#M
03455892,"Mid-camel#756#XS,S,M,L"
09929224,Oyster-white#251#XL
01165232,"Black#800#XS,S,M,L,XL"
04387226,"Black#800#S,M,L"
01255410,"Ecru#712#XS,S,M,L,XL"
02753236,"Black#800#XS,M"
08372375,"Black#800#XS,S,M"
01478162,"Light beige#052#XS,S,M,L"
04387228,Blue#400#L
04745222,"Black#800#S,M"
03641860,"Ecru#712#L|Grey#802#S,M"
09929049,Cava#307#M
03581041,"Black#800#EU 34 (UK 6),EU 36 (UK 8),EU 38 (UK 10),EU 40 (UK 12),EU 42 (UK 14),EU 44 (UK 16)"
01478231,"Mid-grey#809#M,L"
09929334,"Dark grey#922#XS,S,M,L"
04387262,Black#800#L
09359846,"Grey#802#XS,S,M,XL"
01608431,"camel#707#XS,S,M,L,XL|Anthracite grey#807#XS,S,M,L,XL"
08372417,"Black#800#XS,M,XL"
01608226,Khaki#505#M
08646186,Black#800#S
09381597,"Black#800#XS,M,L"
09633199,Burgundy#681#L
07149266,Red#600#XS|Black#800#XL
02753023,"camel#704#S,M,L"
04387220,"Ecru#712#XS,S,M,L,XL"
08372245,"Ecru#712#S,M,L|Dark grey#922#XS,S,M,L,XL"
03811252,Black#800#S
01478425,"Black#800#S,L,XL|Indigo#405#S,M,L,XL|Mid-grey#809#S,M,L,XL"
04174843,"Black#800#S,M|Red#600#S,M|Oyster-white#251#L|Brown#700#S"
06050800,"Black#800#S,M,L|White#250#S,M,L|Navy blue#401#S,M,L"
02335646,"Charcoal#822#XS,S,M,L,XL|Sand#711#M,L,XL|Light blue#406#S,M,L,XL|Dusty pink#676#XS,S,M"
04174031,"Black#800#XS,M"
04174831,"Grey marl#803#S,L"
04174961,"Ecru#712#S,M,L|Charcoal#822#S,M,L,XL|Blue#407#S,M,L,XL"
00264858,"Oyster-white#251#S,M,L"
05584812,"Pastel pink#621#S,M,L,XL|Ecru#712#S,M"
07484422,"Black#800#XS,S,M,L"
01131856,"Burgundy#681#S,M,L"
07149290,"Burgundy#681#XS,S,M,L,XL|Black#800#S,M,L,XL|Greyish#826#S,L"
00264677,"Black#800#M,L|Grey#802#S,M,L,XL"
05520214,"Oyster-white#251#EU 34 (UK 6),EU 36 (UK 8),EU 38 (UK 10),EU 40 (UK 12),EU 42 (UK 14),EU 44 (UK 16)"
05039667,"Brown / Ecru#087#M|Black#800#S,M|Black / White#084#M"
03644157,"charcoal grey#823#M,L|Tan marl#723#M,L"
04043286,"Black#800#S,L"
00264163,"Black#800#S,M|Beige#710#S,M,L|Leopard#051#S,M"
05039639,Green#500#L|Beige#450#S
07563280,"Brown#700#XS,M|Black#800#XS,S,M,L"
07997272,Ecru#712#XL
04786290,"Navy blue#401#XS,S,L,XL|Black#800#XS,S,M,L,XL"
02335654,Charcoal#822#M
03644628,"Tan marl#723#S,M,L|Ecru#712#S,M,L|charcoal grey#823#L"
03641878,"Ecru#712#S,L|Dark grey#922#S,M"
04391450,Black#800#M
01255552,Black#800#S
04387279,"Black#800#XS,S,M,L,XL"
04043047,"Ecru#712#XS,S,M,L,XL"
06050837,"Leopard#051#S,M"
07484033,Light grey#811#L
01165515,"Blue / Green#445#S,M,L"
01608234,"Blue / Grey#485#XS,M,L,XL"
04877101,"Oyster-white#251#XS,S,M,L,XL"
00779159,"Khaki#505#S,M,L,XL"
02753224,"Sand#711#XS,M,XL"
07149270,Midnight blue#490#S
09332570,Sand#711#S
02257330,"Ecru#712#EU 36 (UK 8),EU 38 (UK 10)|Mid-camel#756#EU 34 (UK 6),EU 36 (UK 8),EU 38 (UK 10),EU 42 (UK 14)"
09929138,"Black#800#XS,S,M,L|Khaki#505#XS,S,M,L"
01478262,"striped#104#XS,S,L,XL"
07149243,"Black#800#S,M,L"
01255510,"Brown#700#S,M,L,XL"
04387026,"Black#800#XS,S,M,L,XL"
01478644,"Black#800#XS,S,M,L,XL"
03152517,Black#800#XS
05039278,"Ecru#712#M|Black#800#S,L"
09479272,"Khaki#505#XS,S,M,L,XL|Black#800#XS,S,M,L,XL"
07563290,"Brown#700#XS,S,M,L,XL|Black#800#XS,S,M,L"
08741357,"Light grey#811#XS,S,M,L|Mid-grey#809#XS,S,M,L|Navy blue#401#XS,S,M,L"
03641857,"Dark red#641#L|White#250#S,M|Black#800#S,M|Navy blue#401#S,M,L"
04174841,"White#250#S|Chalk pink#626#S,M"
02335169,"White#250#S,L|Black#800#M|Sand#711#M"
04174678,"Black#800#XS,S,M|Burgundy#681#XS,S,M,L|Chocolate#717#XS,S|White#250#XS,S,M,L"
03253322,"White#250#S|Black#800#S,M|Khaki#505#S|Red Stripe#944#S,M|striped#104#S,M|Pink#620#S|Grey marl#803#M,L"
03253325,"striped#104#S|Khaki#505#S,M|White#250#S,M,L|Black#800#S,M,L"
04424809,"White#250#S,M,L|Ochre#703#S,M,L|Mid-blue#427#L|Black#800#S,M,L|Burgundy#606#S,M,L|striped#104#S|Ecru#712#S,M,L"
04174011,"White#250#L|Black#800#L,XL"
03905531,"Black#800#S,M|Ecru#712#S,M|Leopard#042#S,M,L|White#250#S,M,L"
03253310,"Chalk pink#626#S,M,L|Grey#802#M,L|Light mink#736#S,M|White#250#S,M,L"
02335153,"White#250#XS,S,M|Black#800#M"
04174158,"White#250#S,M,L|Red Stripe#944#M,L|striped#104#S,L|Black#800#S,M"
04174178,"Black / White#084#XS,S,M,L|Black#800#M|White#250#S,M"
04174164,"White#250#S,M,L,XL|Black#800#S,M,L|Red#600#S,M,L"
04174173,Orange#615#L|Black#800#S
03253332,"striped#104#S,L|Beige-pink#713#S,M|Black#800#S,M,L|White#250#S,M,L"
04424811,Brown / Taupe#737#S|Black#800#S
04424802,Black#800#S|White#250#S|Light blue#406#S
04174657,"White#250#S,M|Light khaki#506#M,L|Black#800#S,M|Ochre#703#M,L,XL"
04424156,"striped#104#S,M,L,XL|White#250#S,M,L|Green#500#S,M,XL"
04424014,"White#250#XS,S,M,L"
03253323,"White#250#S,M,L|Pastel pink#621#S,M"
04424814,"Black#800#S,M,L|Burgundy#681#S,M,L|Pistachio#511#S|Oyster-white#251#S,M,L"
02335299,"White#250#XS,S,M"
03905532,"Black#800#S,M|White#250#S,M,L|Yellow#323#S,M|Ecru#712#S,M,L"
04174822,Khaki#505#S
04424805,"Dark grey#922#M|Blue / Indigo#200#S,L|Pearl grey#804#S,M,L|White#250#S,M,L"
04174168,"White#250#XS,S,M,L|Light pink#644#XS,S,M,L|Brown#700#S|Pistachio#511#M"
02335001,"White#250#S,M|Brick#701#S,M,L,XL|Black#800#S,L|Fuchsia#630#S,L"
01044163,"Black#800#S,M,L|White#250#S,M,L|Red / Coral#649#M"
04174655,"White#250#S,M,L"
04174187,"Blue#407#S,M,L|Charcoal#822#S,L|Ecru#712#S,M"
04174012,Black / White#064#L|White#250#M
03641325,Black#800#M
04424634,"Oyster-white#251#M,L|Black#800#S,M,L"
03641351,"Black#800#S|Dark brown#716#S,M,L"
02335003,"Mink#706#S,M|Wine#660#S|Black#800#S,M,L|White#250#S,M,L"
03253825,"White#250#S,M|Black#800#S,M"
04174314,"Black#800#S|Khaki#505#S,M|White#250#S,L"
04174364,"Navy blue#401#S,M,L|Yellow#300#S,M,L|Black#800#S,M,L"
04424806,Ochre#703#S|White#250#S
03253824,"Ochre#703#M|Yellow#300#S,M|White#250#S,L|Black#800#S,M,L|Blue#400#S"
04174452,Beige-pink#711#M
05644813,"Sand#711#M,L|Dark navy#422#M"
00858818,"Burgundy#681#S,M,L|Ecru#712#S,M,L|Black#800#S,M,L"
01044628,"Black#800#M,L|White#250#XS,S,L"
01165827,"Anthracite grey#807#S,M,L,XL"
01165489,"White#250#S,M,L,XL"
05643800,"Pink#620#S,L"
01165518,"Anthracite grey#807#M,L"
01165519,"Anthracite grey#807#S,M"
00085869,"Pink#620#S,M,L"
00085879,"White#250#S,M,L"
03253334,"Pastel mauve#655#S,M,L|White#250#S,M,L"
04174175,"Light yellow#306#L|White#250#S,M,L|Black#800#S,M"
01131845,"White#250#S,M,L"
00085843,"Pearl grey#804#S,M"
00085474,"White#250#S,M,L,XL"
04174451,"Olive green#515#S,M,L,XL|White#250#S,M,L,XL"
04174847,"White#250#S,M,L"
03253321,"Black#800#M,L|White#250#L"
05643809,"White#250#S,M"
05644959,"Anthracite grey#807#S,M"
00085880,"Printed#020#S,M,L"
05643807,"Anthracite grey#807#S,M,L"
01131839,Anthracite grey#807#M
05644977,"Blue#400#S,M"
01165542,"Anthracite grey#807#S,M|White#250#S,M,L"
01165675,"White#250#S,M,L"
00264856,"Grey marl#803#S,M,L"
04174835,"White#250#S,M,L"
00264643,"Silver#808#S,M,L"
05644639,"Golden#303#S,L"
00085822,"Vanilla#727#M,L"
00085816,"Pink#620#S,M"
00264464,"Golden#303#M,XL"
06050331,White#250#M
01165456,Gold#302#M
03641345,"White#250#S,M,L|Black#800#S,M"
04174703,"White#250#XS,S,M,L"
04813829,"White#250#M,L"
05644879,"White#250#S,M,L"
04770640,"White#250#S,M"
05070634,"White#250#S,M,L"
05644644,White#250#M
01165639,"White#250#S,M,L,XL"
05070636,"White#250#S,M"
05070637,"White#250#S,M,L,XL"
03519115,"Burgundy#681#XS,S,M,L,XL"
08851170,"Navy blue#401#S,M,L,XL|Black#800#S,M,L,XL|Burgundy#681#XL|Ecru#712#S,M,L,XL"
01509106,"Dark grey#922#S,M,L"
05536200,"Ecru#712#XS,S,M,L|Aubergine#610#XS,S,M,L"
05536210,"brown vigore#719#XS,S,M,L"
05755164,"Burgundy#681#S,M,L"
01509107,"Stripes#105#M,L|Grey marl#803#M,L,XL"
01509105,"Burgundy#681#S,M,L,XL|Leopard#051#S,M,L,XL|Brown#700#S,M,L,XL|Black#800#S,M,L,XL|Khaki#505#M,L,XL"
05536004,"Green#500#S,M,L"
05755146,"Burgundy#681#XS,S,M,L|Black#800#XS,S,M,L,XL|Anthracite Grey#801#XS,S,M,L,XL"
09598151,"Pink#926#S,M,L,XL"
06771134,"Brown#700#S,M,L,XL"
05039376,"Anthracite grey#807#S,M,L|Beige marl#720#S,M,L|Chocolate#717#M,L"
05536211,"Blue / Navy#073#XS,S,M,L"
01509102,"Khaki#505#S,M"
08851180,"Ecru#712#S,L,XL|Navy blue#401#S,M,XL"
02142168,"Ecru#712#XS,S,M,L,XL|Mid-grey#809#XS,S,M,L,XL|Navy blue#401#XS,S,M,XL|Brown#700#S,M,L,XL"
00264865,"SILVER UNIVERSE#827#S,M,L"
05755157,"Navy blue#401#S,M,L"
02142169,"Lime#520#M|Light grey#811#XS,S,M,L,XL"
00858641,Black#800#M
05536202,"Ecru#712#S,M,L|Grey marl#803#S,M,L,XL"
00506113,"Ecru#712#S,XL"
06771120,"Blue / Indigo#200#XS,L"
05755165,"Black#800#S,L"
02281102,"Black#800#S,M,L"
04192120,"Yellow#300#S,M,L"
00014106,"Green#500#S,L|Grey#802#S"
05536134,"Beige#450#S,L|Dark grey#922#S,M"
01509103,brown vigore#719#M
05536133,"Green#500#S,M,L|Light blue#406#S,M,L"
02142110,"Blue#400#XS,S,M,L"
05536206,"Light beige#286#M,L,XL"
05063825,"Ecru#712#S,L"
09598203,"White#250#S,M,L"
02893112,"Navy blue#401#S|Pink#620#S,L"
04770671,Ecru#712#S
01131999,"Sand#711#S,M"
00014112,"Ecru#712#S,M"
09598169,"Sand#711#S,XL"
00234102,"Ecru#712#S,M,L"
02142149,Black#800#S
03920165,Mustard#305#S
02142130,"Navy blue#401#S,M,L,XL"
08082002,Blue#400#M
02756114,"Burgundy#681#S,M,L,XL|Grey#802#S"
09598246,"Blue#407#S,M,XL"
06427144,"Burgundy#605#S,M,L,XL|Navy blue#401#S,M,L,XL|Mid-grey#809#S,M,XL"
06771131,GREEN#914#L
05536140,"Ecru / Marl#082#S,M,L"
